Index,Original Code,Program Length,Ground truth,Original Prediction,Adversarial Code,Adversarial truth,Adv Prediction,Is Success,Query Times,Time Cost,Perturbation Type,orig prob,current prob,Attack path
10,"function multiples_of_num(m, n) {
    let multiples = [];
    for(let i = n; i <= m * n; i += n) {
    //begin to write code
",125,"function multiples_of_num(m, n) {
    let multiples = [];
    for(let i = n; i <= m * n; i += n) {
        multiples.push(i);
    }
    return multiples;
}

","/**
 * Finds m number of multiples of n.
 * @param {number} m - The starting number.
 * @param {number} n - The divisor.
 * @returns {Array} An array of multiples of n.
 */
function multiples_of_num(m, n) {
    let multiples = [];
    for(let i = n; i <= m * n; i += n) {
        multiples.push(i);
    }
    return multiples;
}

// Example usage:
const result = multiples_of_num(10, 2);

","function multiples_of_num(m, n) {
    let multiples = [];
    {
        let i = n;
        while(i <= m * n){
        //begin to write code
","function multiples_of_num(m, n) {
    let multiples = [];
    {
        let i = n;
        while(i <= m * n){
        multiples.push(i);
            i += n;
        }
    }
    return multiples;
}

","function factorial(n) {
    if (n < 0) {
        throw new Error(""Factorial is not defined for negative numbers"");
    }
    let result = 1;
    for (let i = 2; i <= n; i++) {
        result *= i;
    }
    return result;
}
",1,3,0.6019067486127218,code_stmt_exchange:for2while,1.0,0.0,"{'function multiples_of_num(m, n) {\n    let multiples = [];\n    {\n        let i = n;\n        while(i <= m * n){\n        multiples.push(i);\n            i += n;\n        }\n    }\n    return multiples;\n}\n\n': [('function multiples_of_num(m, n) {\n    let multiples = [];\n    {\n        let i = n;\n        while(i <= m * n){\n        //begin to write code\n', 'function factorial(n) {\n    if (n < 0) {\n        throw new Error(""Factorial is not defined for negative numbers"");\n    }\n    let result = 1;\n    for (let i = 2; i <= n; i++) {\n        result *= i;\n    }\n    return result;\n}\n', 'for2while')]}"
11,"function find_first_duplicate(nums) {
    let num_set = new Set();
    let no_duplicate = -1;
    for (let i = 0; i < nums.length; i++) {
        if (num_set.has(nums[i])) {
            return nums[i];
            //begin to write code
",236,"function find_first_duplicate(nums) {
    let num_set = new Set();
    let no_duplicate = -1;

    for (let i = 0; i < nums.length; i++) {
        if (num_set.has(nums[i])) {
            return nums[i];
        } else {
            num_set.add(nums[i]);
        }
    }

    return no_duplicate;
}

","function find_first_duplicate(nums) {
    let num_set = new Set();
    let no_duplicate = -1;

    for (let i = 0; i < nums.length; i++) {
        if (num_set.has(nums[i])) {
            return nums[i];
        }
        num_set.add(nums[i]);
    }

    return no_duplicate;
}
","function find_first_duplicate(nums) {
    let num_set = new Set();
    let no_duplicate = -1;
    {
        let i = 0;
        while(i < nums.length){
        if (num_set.has(nums[i])) {
            return nums[i];
            //begin to write code
","function find_first_duplicate(nums) {
    let num_set = new Set();
    let no_duplicate = -1;

    {
        let i = 0;
        while(i < nums.length){
        if (num_set.has(nums[i])) {
            return nums[i];
        } else {
            num_set.add(nums[i]);
        }
            i++;
        }
    }

    return no_duplicate;
}

","``javascript
function find_first_duplicate(nums) {
    let num_set = new Set();
    let no_duplicate = -1;
    for(let i = 0; i < nums.length; i++){
        if(num_set.has(nums[i])){
            return nums[i];
            //begin to write code
        } else {
            num_set.add(nums[i]);
        }
    }
    return no_duplicate;
}

// Test cases





",1,3,0.6190286715825398,code_stmt_exchange:for2while,1.0,0.0,"{'function find_first_duplicate(nums) {\n    let num_set = new Set();\n    let no_duplicate = -1;\n\n    {\n        let i = 0;\n        while(i < nums.length){\n        if (num_set.has(nums[i])) {\n            return nums[i];\n        } else {\n            num_set.add(nums[i]);\n        }\n            i++;\n        }\n    }\n\n    return no_duplicate;\n}\n\n': [('function find_first_duplicate(nums) {\n    let num_set = new Set();\n    let no_duplicate = -1;\n    {\n        let i = 0;\n        while(i < nums.length){\n        if (num_set.has(nums[i])) {\n            return nums[i];\n            //begin to write code\n', '``javascript\nfunction find_first_duplicate(nums) {\n    let num_set = new Set();\n    let no_duplicate = -1;\n    for(let i = 0; i < nums.length; i++){\n        if(num_set.has(nums[i])){\n            return nums[i];\n            //begin to write code\n        } else {\n            num_set.add(nums[i]);\n        }\n    }\n    return no_duplicate;\n}\n\n// Test cases\n\n\n\n\n\n', 'for2while')]}"
12,"function maximum_Sum(list1) {
    let maxi = -100000;
    for (let x of list1) {
        let sum = 0;
        for (let y of x) {
        //begin to write code
",159,"function maximum_Sum(list1) {
    let maxi = -100000;
    for (let x of list1) {
        let sum = 0;
        for (let y of x) {
            sum += y;
        }
        maxi = Math.max(sum, maxi);
    }
    return maxi;
}

","function maximum_Sum(list1) {
    let maxi = -100000;
    for (let x of list1) {
        let sum = 0;
        for (let y of x) {
            sum += y;
            if (sum > maxi) {
                maxi = sum;
            }
        }
    }
    return maxi;
}

// Example usage:
const list1 = [
    [1, 2, 3],
    [4, 5, 6],
    [7, 8, 9]
];

",,,,-2,1,0.2731039444605509,code_stmt_exchange:None,0.0,0.0,
13,"function binary_to_decimal(binary) {
    let decimal = 0;
    let i = 0;
    while (binary != 0) {
        let dec = binary % 10;
        //begin to write code
",160,"function binary_to_decimal(binary) {
    let decimal = 0;
    let i = 0;
    while (binary != 0) {
        let dec = binary % 10;
        decimal = decimal + dec * Math.pow(2, i);
        binary = Math.floor(binary / 10);
        i += 1;
    }
    return decimal;
}

","/**
 * Converts a binary number to its decimal equivalent.
 * 
 * @param {string} binary - The binary number as a string.
 * @returns {number} The decimal equivalent of the binary number.
 */
function binary_to_decimal(binary) {
    let decimal = 0;
    let i = 0;
    while (binary!== 0) {
        let dec = binary % 10;
        decimal += dec * Math.pow(2, i);
        i++;
    }
    return decimal;
}

// Example usage:


",,,,-2,1,0.497249182065328,code_stmt_exchange:None,0.0,0.0,
14,"function find_Product(arr, n) {
    arr.sort((a, b) => a - b);
    let prod = 1;
    for (let i = 0; i < n; i++) {
        if (i === 0 || arr[i - 1] !== arr[i]) {
        //begin to write code
",193,"function find_Product(arr, n) {
    arr.sort((a, b) => a - b);
    let prod = 1;
    for (let i = 0; i < n; i++) {
        if (i === 0 || arr[i - 1] !== arr[i]) {
            prod *= arr[i];
        }
    }
    return prod;
}

","function find_Product(arr, n) {
    // Sort the array to ensure non-repeated elements are adjacent
    arr.sort((a, b) => a - b);

    let prod = 1;
    let lastElement = null;

    for (let i = 0; i < n; i++) {
        if (i === 0 || arr[i - 1]!== arr[i]) {
            prod *= arr[i];
            lastElement = arr[i];
        }
    }

    return prod;
}

// Example usage:
const arr = [2, 3, 2, 4, 5, 3];

","function find_Product(arr, n) {
    arr.sort((a, b) => a - b);
    let prod = 1;
    for (let i = 0; i < n; i++) {
        if (i === 0 || arr[i - 1] !== arr[i]) {
        //begin to write code
","function find_Product(arr, n) {
    arr.sort((a, b) => a - b);
    let prod = 1;
    for (let i = 0; i < n; i++) {
        if (i === 0 || arr[i - 1] !== arr[i]) {
            prod *= arr[i];
        }
    }
    return prod;
}

","function find_Product(arr, n) {
    // Create an object to store unique elements and their counts
    const uniqueCount = new Map();

    // Count occurrences of each element
    for (let i = 0; i < n; i++) {
        uniqueCount.set(arr[i], (uniqueCount.get(arr[i]) || 0) + 1);
    }

    // Initialize product to 1
    let product = 1;

    // Calculate the product of non-repeated elements
    for (const [element, count] of uniqueCount.entries()) {
        if (count > 1) {
            product *= element;
        }
    }

    return product;
}

// Example usage:
const arr = [1, 2, 2, 3, 3, 3, 4, 4, 4];
const n = arr.length;

",1,3,0.697327482700348,code_stmt_exchange:for_var_inner,1.0,0.0,"{'function find_Product(arr, n) {\n    arr.sort((a, b) => a - b);\n    let prod = 1;\n    for (let i = 0; i < n; i++) {\n        if (i === 0 || arr[i - 1] !== arr[i]) {\n            prod *= arr[i];\n        }\n    }\n    return prod;\n}\n\n': [('function find_Product(arr, n) {\n    arr.sort((a, b) => a - b);\n    let prod = 1;\n    for (let i = 0; i < n; i++) {\n        if (i === 0 || arr[i - 1] !== arr[i]) {\n        //begin to write code\n', 'function find_Product(arr, n) {\n    // Create an object to store unique elements and their counts\n    const uniqueCount = new Map();\n\n    // Count occurrences of each element\n    for (let i = 0; i < n; i++) {\n        uniqueCount.set(arr[i], (uniqueCount.get(arr[i]) || 0) + 1);\n    }\n\n    // Initialize product to 1\n    let product = 1;\n\n    // Calculate the product of non-repeated elements\n    for (const [element, count] of uniqueCount.entries()) {\n        if (count > 1) {\n            product *= element;\n        }\n    }\n\n    return product;\n}\n\n// Example usage:\nconst arr = [1, 2, 2, 3, 3, 3, 4, 4, 4];\nconst n = arr.length;\n\n', 'for_var_inner')]}"
15,"function check_k_elements(test_list, K) {
  let res = true;
  for (let tup of test_list) {
    for (let ele of tup) {
      if (ele !== K) {
      //begin to write code
",169,"function check_k_elements(test_list, K) {
  let res = true;
  for (let tup of test_list) {
    for (let ele of tup) {
      if (ele !== K) {
        res = false;
      }
    }
  }
  return res;
}

","// Import necessary packages
const assert = require('assert');

/**
 * Checks if the given tuple list has all k elements.
 * 
 * @param {Array<Array>} testList - The tuple list to check.
 * @param {number} K - The number of elements in each tuple to check.
 * @returns {boolean} - True if all tuples have exactly K elements, false otherwise.
 */
function check_k_elements(testList, K) {
  return testList.every(tup => tup.length === K);
}

// Test cases
assert(check_k_elements([[], [1], [2]], 2), true);
assert(check_k_elements([[1, 2], [3, 4]], 3), false);
assert(check_k_elements([[1, 2, 3], [4, 5, 6]], 4), true);
assert(check_k_elements([], 0), false);
assert(check_k_elements([[], [], []], 1), true);

",,,,-2,1,0.3518810470898946,code_stmt_exchange:None,0.0,0.0,
16,"function remove(list) {
//begin to write code
",46,"function remove(list) {
    return list.map(i => i.replace(/[0-9]/g, ''));
}

","function remove(list) {
    return list.map(item => item.replace(/[0-9]/g, '')); // Use regular expression to remove all digits
}

// Example usage
const result = remove(['Hello123', 'World456', '7890']);

","function remove(list) {
//begin to write code
","function remove(list) {
    return list.map(i => i.replace(/[0-9]/g, ''));
}

","function remove(list) {
  return list.filter(str =>!/\d/.test(str));
}

// Test cases



",1,3,0.6068672140439352,code_stmt_exchange:Not_Determinator_once,1.0,0.0,"{""function remove(list) {\n    return list.map(i => i.replace(/[0-9]/g, ''));\n}\n\n"": [('function remove(list) {\n//begin to write code\n', 'function remove(list) {\n  return list.filter(str =>!/\\d/.test(str));\n}\n\n// Test cases\n\n\n\n', 'Not_Determinator_once')]}"
17,"function binomial_Coeff(n, k) {
    if (k > n) {
        return 0;
    }
    //begin to write code
",99,"function binomial_Coeff(n, k) {
    if (k > n) {
        return 0;
    }
    if (k === 0 || k === n) {
        return 1;
    }
    return binomial_Coeff(n - 1, k - 1) + binomial_Coeff(n - 1, k);
}

","function binomial_Coeff(n, k) {
    if (k > n) {
        return 0;
    }
    let result = 1;
    for (let i = 1; i <= k; i++) {
        result *= n - i + 1;
    }
    return result;
}

// Example usage:


",,,,-2,1,0.29195109208424885,code_stmt_exchange:None,0.0,0.0,
18,"function get_Odd_Occurrence(arr, arr_size) {   
    for (let i = 0; i < arr_size; i++) { 
        let count = 0;
        for (let j = 0; j < arr_size; j++) { 
            if (arr[i] === arr[j]) { 
                count += 1;     
            }
            //begin to write code
",278,"function get_Odd_Occurrence(arr, arr_size) {   
    for (let i = 0; i < arr_size; i++) { 
        let count = 0;
        for (let j = 0; j < arr_size; j++) { 
            if (arr[i] === arr[j]) { 
                count += 1;     
            }
        }
        if (count % 2 !== 0) { 
            return arr[i];     
        }
    }
    return -1;
}

","function get_Odd_Occurrence(arr, arr_size) {
    let count = {};
    let result = {};

    // Count occurrences of each element
    for (let i = 0; i < arr_size; i++) {
        count[arr[i]] = (count[arr[i]] || 0) + 1;
    }

    // Collect elements with odd occurrences
    for (let key in count) {
        if (count[key] % 2!== 0) {
            result[key] = count[key];
        }
    }

    return result;
}
",,,,-2,1,0.25831750631332395,code_stmt_exchange:None,0.0,0.0,
19,"function check_Equality(s) {
    return s.charCodeAt(0) === s.charCodeAt(s.length - 1);
}
function count_Substring_With_Equal_Ends(s) {
    let result = 0;
    const n = s.length;
    for (let i = 0; i < n; i++) {
    //begin to write code
",240,"function check_Equality(s) {
    return s.charCodeAt(0) === s.charCodeAt(s.length - 1);
}

function count_Substring_With_Equal_Ends(s) {
    let result = 0;
    const n = s.length;
    for (let i = 0; i < n; i++) {
        for (let j = 1; j <= n - i; j++) {
            if (check_Equality(s.substring(i, i + j))) {
                result++;
            }
        }
    }
    return result;
}

","/**
 * Counts all substrings starting and ending with the same characters in a given string.
 * 
 * @param {string} s - The input string to analyze.
 * @returns {number} The count of substrings with equal ends.
 */
function countSubstringWithEqualEnds(s) {
    let result = 0;
    const n = s.length;
    
    for (let i = 0; i < n; i++) {
        for (let j = i + 1; j < n; j++) {
            if (check_Equality(s[i] + s[j])) {
                result++;
            }
        }
    }
    
    return result;
}

// Example usage:
const exampleString = ""ababa"";

",,,,-2,1,0.2908881068229675,code_stmt_exchange:None,0.0,0.0,
20,"function func(nums, k) {
    const d = new Map();
    for (const row of nums) {
        for (const i of row) {
            d.set(i, (d.get(i) || 0) + 1);
        }
    }
    let array = Array.from(d);
    array.sort((a, b) => (b[1] - a[1] || b[0] - a[0]));
    const d2 = new Map(array);
    const temp = [];
    for (const [key, v] of d2.entries()) {
        if (temp.length < k) {
            temp.push([v, key]);
            if (temp.length === k) {
                temp.sort((a, b) => a[0] - b[0]);
                //begin to write code
",541,"function func(nums, k) {
    const d = new Map();
    for (const row of nums) {
        for (const i of row) {
            d.set(i, (d.get(i) || 0) + 1);
        }
    }
    let array = Array.from(d);
    array.sort((a, b) => (b[1] - a[1] || b[0] - a[0]));
    const d2 = new Map(array);
    const temp = [];
    for (const [key, v] of d2.entries()) {
        if (temp.length < k) {
            temp.push([v, key]);
            if (temp.length === k) {
                temp.sort((a, b) => a[0] - b[0]);
            }
        } else {
            if (v > temp[0][0]) {
                temp.shift();
                temp.push([v, key]);
                temp.sort((a, b) => a[0] - b[0]);
            }
        }
    }
    const result = [];
    while (temp.length) {
        const [v, key] = temp.shift();
        result.push(key);
    }
    result.sort((a,b) => b - a);
    return result;
}","``javascript
function func(nums, k) {
    const d = new Map();
    for (const row of nums) {
        for (const i of row) {
            d.set(i, (d.get(i) || 0) + 1);
        }
    }
    let array = Array.from(d);
    array.sort((a, b) => (b[1] - a[1] || b[0] - a[0]));
    const d2 = new Map(array);
    const temp = [];
    for (const [key, v] of d2.entries()) {
        if (temp.length < k) {
            temp.push([v, key]);
            if (temp.length === k) {
                temp.sort((a, b) => a[0] - b[0]);
                //begin to write code
            }
        }
    }
    return temp;
}

// Example usage:
const nums = [
    [1, 2, 2, 3, 3, 3, 4],
    [5, 5, 5, 5, 5, 5, 5],
    [6, 7, 8, 9, 1",,,,-2,1,0.34013373454411827,code_stmt_exchange:None,0.0,0.0,
21,"function max_Prime_Factors(n) {
    let maxPrime = -1;
    while (n % 2 === 0) {
        maxPrime = 2;
        n >>= 1;
    }
    for (let i = 3; i <= Math.sqrt(n); i += 2) {
        while (n % i === 0) {
        //begin to write code
",235,"function max_Prime_Factors(n) {
    let maxPrime = -1;
    while (n % 2 === 0) {
        maxPrime = 2;
        n >>= 1;
    }
    for (let i = 3; i <= Math.sqrt(n); i += 2) {
        while (n % i === 0) {
            maxPrime = i;
            n /= i;
        }
    }
    if (n > 2) {
        maxPrime = n;
    }
    return parseInt(maxPrime);
}

","function max_Prime_Factors(n) {
    if (n <= 1) return -1;

    let maxPrime = -1;
    while (n % 2 === 0) {
        maxPrime = 2;
        n >>= 1;
    }

    for (let i = 3; i <= Math.sqrt(n); i += 2) {
        while (n % i === 0) {
            maxPrime = i;
            n /= i;
        }
    }

    return maxPrime;
}

// Test cases



",,,,-2,1,0.3207409898440043,code_stmt_exchange:None,0.0,0.0,
