Index,Original Code,Program Length,Ground truth,Original Prediction,Adversarial Code,Adversarial truth,Adv Prediction,Is Success,Query Times,Time Cost,Perturbation Type,orig prob,current prob,Attack path
10,"function multiples_of_num(m, n) {
    let multiples = [];
    for(let i = n; i <= m * n; i += n) {
    //begin to write code
",125,"function multiples_of_num(m, n) {
    let multiples = [];
    for(let i = n; i <= m * n; i += n) {
        multiples.push(i);
    }
    return multiples;
}

","function multiples_of_num(m, n) {
    let multiples = [];
    for(let i = n; i <= m * n; i += n) {
        multiples.push(i);
    }
    return multiples;
}

// Example usage:
const result = multiples_of_num(3, 5);

","function multiples_of_num(m, n) {
    let multiples = [];
    for(let i = n; i <= n * m; i += n) {
    //begin to write code
","function multiples_of_num(m, n) {
    let multiples = [];
    for(let i = n; i <= n * m; i += n) {
        multiples.push(i);
    }
    return multiples;
}

","function factorial(n) {
    if (n < 0) {
        throw new Error(""Factorial is not defined for negative numbers."");
    }
    let result = 1;
    for (let i = 2; i <= n; i++) {
        result *= i;
    }
    return result;
}
",1,3,0.3629149913787842,code_expression_exchange:exchange_operators,1.0,0.0,"{'function multiples_of_num(m, n) {\n    let multiples = [];\n    for(let i = n; i <= n * m; i += n) {\n        multiples.push(i);\n    }\n    return multiples;\n}\n\n': [('function multiples_of_num(m, n) {\n    let multiples = [];\n    for(let i = n; i <= n * m; i += n) {\n    //begin to write code\n', 'function factorial(n) {\n    if (n < 0) {\n        throw new Error(""Factorial is not defined for negative numbers."");\n    }\n    let result = 1;\n    for (let i = 2; i <= n; i++) {\n        result *= i;\n    }\n    return result;\n}\n', 'exchange_operators')]}"
11,"function find_first_duplicate(nums) {
    let num_set = new Set();
    let no_duplicate = -1;
    for (let i = 0; i < nums.length; i++) {
        if (num_set.has(nums[i])) {
            return nums[i];
            //begin to write code
",236,"function find_first_duplicate(nums) {
    let num_set = new Set();
    let no_duplicate = -1;

    for (let i = 0; i < nums.length; i++) {
        if (num_set.has(nums[i])) {
            return nums[i];
        } else {
            num_set.add(nums[i]);
        }
    }

    return no_duplicate;
}

","function find_first_duplicate(nums) {
    let numSet = new Set();
    let no_duplicate = -1;

    for (let i = 0; i < nums.length; i++) {
        if (numSet.has(nums[i])) {
            return nums[i];
        }
        numSet.add(nums[i]);
    }

    return no_duplicate;
}
","function find_first_duplicate(nums) {
    let num_set = new Set();
    let no_duplicate = -1;
    for (let i = 0; i < nums.length; i = i + 1) {
        if (num_set.has(nums[i])) {
            return nums[i];
            //begin to write code
","function find_first_duplicate(nums) {
    let num_set = new Set();
    let no_duplicate = -1;

    for (let i = 0; i < nums.length; i = i + 1) {
        if (num_set.has(nums[i])) {
            return nums[i];
        } else {
            num_set.add(nums[i]);
        }
    }

    return no_duplicate;
}

","        <|im_end|>


",1,7,0.8984232703844707,code_expression_exchange:bool2int,1.0,0.0,"{'function find_first_duplicate(nums) {\n    let num_set = new Set();\n    let no_duplicate = -1;\n\n    for (let i = 0; i < nums.length; i = i + 1) {\n        if (num_set.has(nums[i])) {\n            return nums[i];\n        } else {\n            num_set.add(nums[i]);\n        }\n    }\n\n    return no_duplicate;\n}\n\n': [('function find_first_duplicate(nums) {\n    let num_set = new Set();\n    let no_duplicate = -1;\n    for (let i = 0; i < nums.length; i++) {\n        if (num_set.has(nums[i])) {\n            return nums[i];\n            //begin to write code\n', 'function find_first_duplicate(nums) {\n    let numSet = new Set();\n    for (let i = 0; i < nums.length; i++) {\n        if (numSet.has(nums[i])) {\n            return nums[i];\n        }\n        numSet.add(nums[i]);\n    }\n    return -1;\n}\n\n// Example usage:\nconst numbers = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10];\n\n', 'exchange_operators'), ('function find_first_duplicate(nums) {\n    let num_set = new Set();\n    let no_duplicate = -1;\n    for (let i = 0; i < nums.length; i = i + 1) {\n        if (num_set.has(nums[i])) {\n            return nums[i];\n            //begin to write code\n', 'function find_first_duplicate(nums) {\n    const numSet = new Set();\n    let noDuplicate = -1;\n\n    for (let i = 0; i < nums.length; i++) {\n        if (numSet.has(nums[i])) {\n            return nums[i];\n        }\n        numSet.add(nums[i]);\n    }\n\n    return noDuplicate;\n}\n', 'equal_expression_transformation'), ('function find_first_duplicate(nums) {\n    let num_set = new Set();\n    let no_duplicate = -1;\n    for (let i = 0; i < nums.length; i = i + 1) {\n        if (num_set.has(nums[i])) {\n            return nums[i];\n            //begin to write code\n', '        <|im_end|>\n\n\n', 'bool2int')]}"
12,"function maximum_Sum(list1) {
    let maxi = -100000;
    for (let x of list1) {
        let sum = 0;
        for (let y of x) {
        //begin to write code
",159,"function maximum_Sum(list1) {
    let maxi = -100000;
    for (let x of list1) {
        let sum = 0;
        for (let y of x) {
            sum += y;
        }
        maxi = Math.max(sum, maxi);
    }
    return maxi;
}

","function maximum_Sum(list1) {
    let maxi = -100000;

    for (let x of list1) {
        let sum = 0;
        for (let y of x) {
            sum += y; // Add each element to the sum
        }
        if (sum > maxi) {
            maxi = sum; // Update maxi if the current sum is greater
        }
    }

    return maxi;
}

// Example usage:
const list1 = [
    [1, 2, 3],
    [4, 5],
    [6, 7, 8]
];


","function maximum_Sum(list1) {
    let maxi = -100000;
    for (let x of list1) {
        let sum = 0;
        for (let y of x) {
        //begin to write code
","function maximum_Sum(list1) {
    let maxi = -100000;
    for (let x of list1) {
        let sum = 0;
        for (let y of x) {
            sum += y;
        }
        maxi = Math.max(sum, maxi);
    }
    return maxi;
}

","function maximum_Sum(list1) {
    if (list1.length === 0) {
        return 0;
    }

    let maxi = -Infinity;

    for (let x of list1) {
        let sum = 0;
        for (let y of x) {
            sum += y;
            if (sum > maxi) {
                maxi = sum;
            }
        }
    }

    return maxi;
}

// Example usage:
const list1 = [
    [1, 2, 3],
    [4, 5, 6],
    [7, 8, 9]
];


",1,3,0.4161391933759054,code_expression_exchange:bool2int,1.0,0.0,"{'function maximum_Sum(list1) {\n    let maxi = -100000;\n    for (let x of list1) {\n        let sum = 0;\n        for (let y of x) {\n            sum += y;\n        }\n        maxi = Math.max(sum, maxi);\n    }\n    return maxi;\n}\n\n': [('function maximum_Sum(list1) {\n    let maxi = -100000;\n    for (let x of list1) {\n        let sum = 0;\n        for (let y of x) {\n        //begin to write code\n', 'function maximum_Sum(list1) {\n    if (list1.length === 0) {\n        return 0;\n    }\n\n    let maxi = -Infinity;\n\n    for (let x of list1) {\n        let sum = 0;\n        for (let y of x) {\n            sum += y;\n            if (sum > maxi) {\n                maxi = sum;\n            }\n        }\n    }\n\n    return maxi;\n}\n\n// Example usage:\nconst list1 = [\n    [1, 2, 3],\n    [4, 5, 6],\n    [7, 8, 9]\n];\n\n\n', 'bool2int')]}"
13,"function binary_to_decimal(binary) {
    let decimal = 0;
    let i = 0;
    while (binary != 0) {
        let dec = binary % 10;
        //begin to write code
",160,"function binary_to_decimal(binary) {
    let decimal = 0;
    let i = 0;
    while (binary != 0) {
        let dec = binary % 10;
        decimal = decimal + dec * Math.pow(2, i);
        binary = Math.floor(binary / 10);
        i += 1;
    }
    return decimal;
}

","function binary_to_decimal(binary) {
    let decimal = 0;
    let i = 0;
    while (binary > 0) {
        decimal += binary % 10;
        binary = Math.floor(binary / 10);
    }
    return decimal;
}

// Example usage:

",,,,-2,1,0.174047593275706,code_expression_exchange:None,0.0,0.0,
14,"function find_Product(arr, n) {
    arr.sort((a, b) => a - b);
    let prod = 1;
    for (let i = 0; i < n; i++) {
        if (i === 0 || arr[i - 1] !== arr[i]) {
        //begin to write code
",193,"function find_Product(arr, n) {
    arr.sort((a, b) => a - b);
    let prod = 1;
    for (let i = 0; i < n; i++) {
        if (i === 0 || arr[i - 1] !== arr[i]) {
            prod *= arr[i];
        }
    }
    return prod;
}

","function find_Product(arr, n) {
    // Sort the array in ascending order
    arr.sort((a, b) => a - b);

    // Initialize product to 1
    let prod = 1;

    // Iterate through the array
    for (let i = 0; i < n; i++) {
        // Check if the current element is not the first element and different from the previous one
        if (i === 0 || arr[i - 1]!== arr[i]) {
            // Multiply the product by the current element
            prod *= arr[i];
        }
    }

    // Return the product
    return prod;
}

// Example usage:
const numbers = [3, 5, 7, 5, 9, 3];

","function find_Product(arr, n) {
    arr.sort((a, b) => a - b);
    let prod = 1;
    for (let i = 0; i < n; i = i + 1) {
        if (i === 0 || arr[i - 1] !== arr[i]) {
        //begin to write code
","function find_Product(arr, n) {
    arr.sort((a, b) => a - b);
    let prod = 1;
    for (let i = 0; i < n; i = i + 1) {
        if (i === 0 || arr[i - 1] !== arr[i]) {
            prod = prod * (arr[i]);
        }
    }
    return prod;
}

","function find_Product(arr, n) {
    // Create a Set to store unique elements
    const uniqueElements = new Set(arr);

    // Initialize the product to 1
    let prod = 1;

    // Iterate over the array
    for (let i = 0; i < n; i++) {
        // Check if the current element is not the first one and not equal to the previous one
        if (i === 0 || uniqueElements.has(arr[i - 1])) {
            prod *= arr[i];
        }
    }

    return prod;
}

// Example usage:
const numbers = [2, 3, 5, 7, 2, 8, 3];
const result = find_Product(numbers, numbers.length);

",1,3,0.46619681517283124,code_expression_exchange:equal_expression_transformation,1.0,0.0,"{'function find_Product(arr, n) {\n    arr.sort((a, b) => a - b);\n    let prod = 1;\n    for (let i = 0; i < n; i = i + 1) {\n        if (i === 0 || arr[i - 1] !== arr[i]) {\n            prod = prod * (arr[i]);\n        }\n    }\n    return prod;\n}\n\n': [('function find_Product(arr, n) {\n    arr.sort((a, b) => a - b);\n    let prod = 1;\n    for (let i = 0; i < n; i = i + 1) {\n        if (i === 0 || arr[i - 1] !== arr[i]) {\n        //begin to write code\n', 'function find_Product(arr, n) {\n    // Create a Set to store unique elements\n    const uniqueElements = new Set(arr);\n\n    // Initialize the product to 1\n    let prod = 1;\n\n    // Iterate over the array\n    for (let i = 0; i < n; i++) {\n        // Check if the current element is not the first one and not equal to the previous one\n        if (i === 0 || uniqueElements.has(arr[i - 1])) {\n            prod *= arr[i];\n        }\n    }\n\n    return prod;\n}\n\n// Example usage:\nconst numbers = [2, 3, 5, 7, 2, 8, 3];\nconst result = find_Product(numbers, numbers.length);\n\n', 'equal_expression_transformation')]}"
15,"function check_k_elements(test_list, K) {
  let res = true;
  for (let tup of test_list) {
    for (let ele of tup) {
      if (ele !== K) {
      //begin to write code
",169,"function check_k_elements(test_list, K) {
  let res = true;
  for (let tup of test_list) {
    for (let ele of tup) {
      if (ele !== K) {
        res = false;
      }
    }
  }
  return res;
}

","function check_k_elements(test_list, K) {
  let res = true;
  for (let tup of test_list) {
    for (let ele of tup) {
      if (ele!== K) {
        res = false;
        break; // If we find an element that doesn't match K, break the loop
      }
    }
  }
  return res;
}

// Example usage:
const test_list = [
  [1, 2, 3],
  [4, 5, 6],
  [7, 8, 9]
];

const K = 5;


","function check_k_elements(test_list, K) {
  let res = true;
  for (let tup of test_list) {
    for (let ele of tup) {
      if (ele !== K) {
      //begin to write code
","function check_k_elements(test_list, K) {
  let res = true;
  for (let tup of test_list) {
    for (let ele of tup) {
      if (ele !== K) {
        res = false;
      }
    }
  }
  return res;
}

","function check_k_elements(test_list, K) {
  return test_list.length === K;
}
",1,3,0.39644068082173667,code_expression_exchange:exchange_operators,1.0,0.0,"{'function check_k_elements(test_list, K) {\n  let res = true;\n  for (let tup of test_list) {\n    for (let ele of tup) {\n      if (ele !== K) {\n        res = false;\n      }\n    }\n  }\n  return res;\n}\n\n': [('function check_k_elements(test_list, K) {\n  let res = true;\n  for (let tup of test_list) {\n    for (let ele of tup) {\n      if (ele !== K) {\n      //begin to write code\n', 'function check_k_elements(test_list, K) {\n  return test_list.length === K;\n}\n', 'exchange_operators')]}"
16,"function remove(list) {
//begin to write code
",46,"function remove(list) {
    return list.map(i => i.replace(/[0-9]/g, ''));
}

","function remove(list) {
    return list.filter(item =>!/\d/.test(item));
}

// Example usage:
const result = remove([""hello123"", ""world456"", ""javascript890""]);

",,,,-2,1,0.17029025554656982,code_expression_exchange:None,0.0,0.0,
17,"function binomial_Coeff(n, k) {
    if (k > n) {
        return 0;
    }
    //begin to write code
",99,"function binomial_Coeff(n, k) {
    if (k > n) {
        return 0;
    }
    if (k === 0 || k === n) {
        return 1;
    }
    return binomial_Coeff(n - 1, k - 1) + binomial_Coeff(n - 1, k);
}

","function binomial_Coeff(n, k) {
    if (k > n) {
        return 0;
    }

    let result = 1;
    for (let i = 1; i <= k; i++) {
        result *= n - i + 1;
    }
    return result;
}

// Example usage:


",,,,-2,1,0.1810085932413737,code_expression_exchange:None,0.0,0.0,
18,"function get_Odd_Occurrence(arr, arr_size) {   
    for (let i = 0; i < arr_size; i++) { 
        let count = 0;
        for (let j = 0; j < arr_size; j++) { 
            if (arr[i] === arr[j]) { 
                count += 1;     
            }
            //begin to write code
",278,"function get_Odd_Occurrence(arr, arr_size) {   
    for (let i = 0; i < arr_size; i++) { 
        let count = 0;
        for (let j = 0; j < arr_size; j++) { 
            if (arr[i] === arr[j]) { 
                count += 1;     
            }
        }
        if (count % 2 !== 0) { 
            return arr[i];     
        }
    }
    return -1;
}

","function get_Odd_Occurrence(arr, arr_size) {
    const frequencyMap = {};
    
    // Count the frequency of each element in the array
    for (let i = 0; i < arr_size; i++) {
        if (frequencyMap[arr[i]]) {
            frequencyMap[arr[i]]++;
        } else {
            frequencyMap[arr[i]] = 1;
        }
    }
    
    // Find the element with an odd frequency
    let oddElement = null;
    for (let key in frequencyMap) {
        if (frequencyMap[key] % 2!== 0 && (oddElement === null || key < oddElement)) {
            oddElement = key;
        }
    }
    
    return oddElement;
}
",,,,-2,1,0.20351865291595458,code_expression_exchange:None,0.0,0.0,
19,"function check_Equality(s) {
    return s.charCodeAt(0) === s.charCodeAt(s.length - 1);
}
function count_Substring_With_Equal_Ends(s) {
    let result = 0;
    const n = s.length;
    for (let i = 0; i < n; i++) {
    //begin to write code
",240,"function check_Equality(s) {
    return s.charCodeAt(0) === s.charCodeAt(s.length - 1);
}

function count_Substring_With_Equal_Ends(s) {
    let result = 0;
    const n = s.length;
    for (let i = 0; i < n; i++) {
        for (let j = 1; j <= n - i; j++) {
            if (check_Equality(s.substring(i, i + j))) {
                result++;
            }
        }
    }
    return result;
}

","function check_Equality(s) {
    return s.charCodeAt(0) === s.charCodeAt(s.length - 1);
}

function count_Substring_With_Equal_Ends(s) {
    let result = 0;
    const n = s.length;
    for (let i = 0; i < n; i++) {
        if (s[i] === s[i + 1]) {
            result++;
        }
    }
    return result;
}

// Example usage:
const testString = ""aaaa"";

",,,,-2,1,0.17476873795191447,code_expression_exchange:None,0.0,0.0,
20,"function func(nums, k) {
    const d = new Map();
    for (const row of nums) {
        for (const i of row) {
            d.set(i, (d.get(i) || 0) + 1);
        }
    }
    let array = Array.from(d);
    array.sort((a, b) => (b[1] - a[1] || b[0] - a[0]));
    const d2 = new Map(array);
    const temp = [];
    for (const [key, v] of d2.entries()) {
        if (temp.length < k) {
            temp.push([v, key]);
            if (temp.length === k) {
                temp.sort((a, b) => a[0] - b[0]);
                //begin to write code
",541,"function func(nums, k) {
    const d = new Map();
    for (const row of nums) {
        for (const i of row) {
            d.set(i, (d.get(i) || 0) + 1);
        }
    }
    let array = Array.from(d);
    array.sort((a, b) => (b[1] - a[1] || b[0] - a[0]));
    const d2 = new Map(array);
    const temp = [];
    for (const [key, v] of d2.entries()) {
        if (temp.length < k) {
            temp.push([v, key]);
            if (temp.length === k) {
                temp.sort((a, b) => a[0] - b[0]);
            }
        } else {
            if (v > temp[0][0]) {
                temp.shift();
                temp.push([v, key]);
                temp.sort((a, b) => a[0] - b[0]);
            }
        }
    }
    const result = [];
    while (temp.length) {
        const [v, key] = temp.shift();
        result.push(key);
    }
    result.sort((a,b) => b - a);
    return result;
}","        <|im_end|>


",,,,-2,1,0.2228871742884318,code_expression_exchange:None,0.0,0.0,
