Index,Original Code,Program Length,Ground truth,Original Prediction,Adversarial Code,Adversarial truth,Adv Prediction,Is Success,Query Times,Time Cost,Perturbation Type,orig prob,current prob,Attack path
10,"function multiples_of_num(m, n) {
    let multiples = [];
    for(let i = n; i <= m * n; i += n) {
    //begin to write code
",125,"function multiples_of_num(m, n) {
    let multiples = [];
    for(let i = n; i <= m * n; i += n) {
        multiples.push(i);
    }
    return multiples;
}

","function multiples_of_num(m, n) {
    let multiples = [];
    for(let i = n; i <= m * n; i += n) {
        multiples.push(i);
    }
    return multiples;
}

// Example usage:

","const crypto = require('crypto');
function multiples_of_num(m, n) {
    let multiples = [];
    for(let i = n; i <= m * n; i += n) {
    //begin to write code
","const crypto = require('crypto');
function multiples_of_num(m, n) {
    let multiples = [];
    for(let i = n; i <= m * n; i += n) {
        multiples.push(i);
    }
    return multiples;
}

","function factorial(n) {
    if (n === 0 || n === 1) {
        return 1;
    } else {
        return n * factorial(n - 1);
    }
}
",1,9,1.0586278676986693,insert:remove_comments,1.0,0.0,"{""const crypto = require('crypto');\nfunction multiples_of_num(m, n) {\n    let multiples = [];\n    for(let i = n; i <= m * n; i += n) {\n        multiples.push(i);\n    }\n    return multiples;\n}\n\n"": [('function multiples_of_num(m, n) {\n    let multiples = [];\n    for(let i = n; i <= m * n; i += n) {\n    //begin to write code\n', 'function multiples_of_num(m, n) {\n    let multiples = [];\n    for (let i = n; i <= m * n; i += n) {\n        multiples.push(i);\n    }\n    return multiples;\n}\n\n// Example usage:\nconst m = 5;\nconst n = 3;\nconst result = multiples_of_num(m, n);\n\n', 'fold_constant'), ('function multiples_of_num(m, n) {\n    let multiples = [];\n    for(let i = n; i <= m * n; i += n) {\n    //begin to write code\n', 'function multiples_of_num(m, n) {\n    // Initialize an empty array to store multiples\n    const multiples = [];\n\n    // Start with n as the first multiple\n    let current = n;\n\n    // Continue adding multiples until the current value exceeds m * n\n    while (current <= m * n) {\n        multiples.push(current);\n        // Move to the next multiple\n        current += n;\n    }\n\n    return multiples;\n}\n\n// Example usage:\nconst result = multiples_of_num(10, 20);\n\n', 'fold_constant'), (""const crypto = require('crypto');\nfunction multiples_of_num(m, n) {\n    let multiples = [];\n    for(let i = n; i <= m * n; i += n) {\n    //begin to write code\n"", '// Complete code (including all the content of the code I provided and the code you generated)\nfunction multiples_of_num(m, n) {\n    let multiples = [];\n    for(let i = n; i <= m * n; i += n) {\n        multiples.push(i);\n    }\n    return multiples;\n}\n\n// Example usage:\nconst result = multiples_of_num(3, 5);\n\n', 'un_relate_package_import_insert'), (""const crypto = require('crypto');\nfunction multiples_of_num(m, n) {\n    let multiples = [];\n    for(let i = n; i <= m * n; i += n) {\n    //begin to write code\n"", 'function factorial(n) {\n    if (n === 0 || n === 1) {\n        return 1;\n    } else {\n        return n * factorial(n - 1);\n    }\n}\n', 'remove_comments')]}"
11,"function find_first_duplicate(nums) {
    let num_set = new Set();
    let no_duplicate = -1;
    for (let i = 0; i < nums.length; i++) {
        if (num_set.has(nums[i])) {
            return nums[i];
            //begin to write code
",236,"function find_first_duplicate(nums) {
    let num_set = new Set();
    let no_duplicate = -1;

    for (let i = 0; i < nums.length; i++) {
        if (num_set.has(nums[i])) {
            return nums[i];
        } else {
            num_set.add(nums[i]);
        }
    }

    return no_duplicate;
}

","        <|im_end|>


",,,,-2,1,0.22343891461690266,insert:None,0.0,0.0,
12,"function maximum_Sum(list1) {
    let maxi = -100000;
    for (let x of list1) {
        let sum = 0;
        for (let y of x) {
        //begin to write code
",159,"function maximum_Sum(list1) {
    let maxi = -100000;
    for (let x of list1) {
        let sum = 0;
        for (let y of x) {
            sum += y;
        }
        maxi = Math.max(sum, maxi);
    }
    return maxi;
}

","function maximum_Sum(list1) {
    let maxi = -100000;
    for (let x of list1) {
        let sum = 0;
        for (let y of x) {
            sum += y; // Update sum with each element in the current list
            if (sum > maxi) {
                maxi = sum; // Update maxi if a larger sum is found
            }
        }
    }
    return maxi;
}
",,,,-2,1,0.18636520703633627,insert:None,0.0,0.0,
13,"function binary_to_decimal(binary) {
    let decimal = 0;
    let i = 0;
    while (binary != 0) {
        let dec = binary % 10;
        //begin to write code
",160,"function binary_to_decimal(binary) {
    let decimal = 0;
    let i = 0;
    while (binary != 0) {
        let dec = binary % 10;
        decimal = decimal + dec * Math.pow(2, i);
        binary = Math.floor(binary / 10);
        i += 1;
    }
    return decimal;
}

","function binary_to_decimal(binary) {
    let decimal = 0;
    let i = 0;
    while (binary!== 0) {
        let dec = binary % 10;
        decimal += dec * Math.pow(2, i);
        i++;
    }
    return decimal;
}

// Example usage:
let binaryNumber = ""1101"";
let decimalEquivalent = binary_to_decimal(binaryNumber);

",,,,-2,1,0.3377281387646993,insert:None,0.0,0.0,
14,"function find_Product(arr, n) {
    arr.sort((a, b) => a - b);
    let prod = 1;
    for (let i = 0; i < n; i++) {
        if (i === 0 || arr[i - 1] !== arr[i]) {
        //begin to write code
",193,"function find_Product(arr, n) {
    arr.sort((a, b) => a - b);
    let prod = 1;
    for (let i = 0; i < n; i++) {
        if (i === 0 || arr[i - 1] !== arr[i]) {
            prod *= arr[i];
        }
    }
    return prod;
}

","function find_Product(arr, n) {
    // Sort the array to remove duplicates and then find the product of non-repeated elements
    arr.sort((a, b) => a - b);

    let prod = 1;
    let prev = null;

    for (let i = 0; i < n; i++) {
        if (prev!== arr[i]) {
            prod *= arr[i];
            prev = arr[i];
        }
    }

    return prod;
}
","function find_Product(arr, n) {
    const var_4 = 1;
    const var_5 = 0;
    const var_0 = var_4 ;
    const var_1 = var_5 ;
    arr.sort((a, b) => a - b);
    let prod = var_0 ;
    for (let i = var_1 ; i < n; i++) {
        const var_6 = 0;
        //begin to write code
","function find_Product(arr, n) {
    const var_4 = 1;
    const var_5 = 0;
    const var_0 = var_4 ;
    const var_1 = var_5 ;
    arr.sort((a, b) => a - b);
    let prod = var_0 ;
    for (let i = var_1 ; i < n; i++) {
        const var_6 = 0;
        const var_7 = 1;
        const var_2 = var_6 ;
        const var_3 = var_7 ;
        if (i === var_2  || arr[i - var_3 ] !== arr[i]) {
            prod *= arr[i];
        }
    }
    return prod;
}

","function find_Product(arr, n) {
    const var_4 = 1;
    const var_5 = 0;
    const var_0 = var_4 ;
    const var_1 = var_5 ;
    arr.sort((a, b) => a - b);
    let prod = var_0 ;

    for (let i = var_1 ; i < n; i++) {
        const var_6 = 0;
        // Begin to write code here
        prod *= arr[i];
    }

    return prod;
}

// Example usage:
const arr = [2, 3, 5, 7, 8, 9];
const result = find_Product(arr, arr.length);

",1,5,0.6797081788380941,insert:fold_constant,1.0,0.0,"{'function find_Product(arr, n) {\n    const var_4 = 1;\n    const var_5 = 0;\n    const var_0 = var_4 ;\n    const var_1 = var_5 ;\n    arr.sort((a, b) => a - b);\n    let prod = var_0 ;\n    for (let i = var_1 ; i < n; i++) {\n        const var_6 = 0;\n        const var_7 = 1;\n        const var_2 = var_6 ;\n        const var_3 = var_7 ;\n        if (i === var_2  || arr[i - var_3 ] !== arr[i]) {\n            prod *= arr[i];\n        }\n    }\n    return prod;\n}\n\n': [('function find_Product(arr, n) {\n    const var_0 = 1;\n    const var_1 = 0;\n    arr.sort((a, b) => a - b);\n    let prod = var_0 ;\n    for (let i = var_1 ; i < n; i++) {\n        const var_2 = 0;\n        //begin to write code\n', 'function find_Product(arr, n) {\n    // Step 1: Remove duplicate elements from the array\n    const uniqueElements = [...new Set(arr)];\n    \n    // Step 2: Initialize variables to store the product and the count of unique elements\n    let product = 1;\n    let uniqueCount = uniqueElements.length;\n    \n    // Step 3: Iterate over the unique elements\n    for (const element of uniqueElements) {\n        product *= element;\n        uniqueCount--;\n    }\n    \n    return product;\n}\n\n// Example usage:\nconst arr = [1, 2, 2, 3, 4, 4, 5];\nconst n = arr.length;\n\n', 'fold_constant'), ('function find_Product(arr, n) {\n    const var_4 = 1;\n    const var_5 = 0;\n    const var_0 = var_4 ;\n    const var_1 = var_5 ;\n    arr.sort((a, b) => a - b);\n    let prod = var_0 ;\n    for (let i = var_1 ; i < n; i++) {\n        const var_6 = 0;\n        //begin to write code\n', 'function find_Product(arr, n) {\n    const var_4 = 1;\n    const var_5 = 0;\n    const var_0 = var_4 ;\n    const var_1 = var_5 ;\n    arr.sort((a, b) => a - b);\n    let prod = var_0 ;\n\n    for (let i = var_1 ; i < n; i++) {\n        const var_6 = 0;\n        // Begin to write code here\n        prod *= arr[i];\n    }\n\n    return prod;\n}\n\n// Example usage:\nconst arr = [2, 3, 5, 7, 8, 9];\nconst result = find_Product(arr, arr.length);\n\n', 'fold_constant')]}"
15,"function check_k_elements(test_list, K) {
  let res = true;
  for (let tup of test_list) {
    for (let ele of tup) {
      if (ele !== K) {
      //begin to write code
",169,"function check_k_elements(test_list, K) {
  let res = true;
  for (let tup of test_list) {
    for (let ele of tup) {
      if (ele !== K) {
        res = false;
      }
    }
  }
  return res;
}

","function check_k_elements(test_list, K) {
  let res = true;
  for (let tup of test_list) {
    for (let ele of tup) {
      if (ele!== K) {
        res = false;
        break; // If an element does not match K, stop checking further
      }
    }
  }
  return res;
}

// Example usage:
const testList = [
  [1, 2, 3],
  [4, 5, 6],
  [7, 8, 9]
];
const K = 3;


","const stream = require('stream');
function check_k_elements(test_list, K) {
let temp_var_6 = 9.9;while (temp_var_6 < 9.12) {temp_var_6 = temp_var_6 + 1;}
  let res = true;
  for (let tup of test_list) {
    for (let ele of tup) {
    //begin to write code
","const stream = require('stream');
function check_k_elements(test_list, K) {
let temp_var_6 = 9.9;while (temp_var_6 < 9.12) {temp_var_6 = temp_var_6 + 1;}
  let res = true;
  for (let tup of test_list) {
    for (let ele of tup) {
      if (ele !== K) {
        res = false;
      }
    }
  }
  return res;
}

","        <|im_end|>



",1,5,0.6876177906990051,insert:un_relate_package_import_insert,1.0,0.0,"{""const stream = require('stream');\nfunction check_k_elements(test_list, K) {\nlet temp_var_6 = 9.9;while (temp_var_6 < 9.12) {temp_var_6 = temp_var_6 + 1;}\n  let res = true;\n  for (let tup of test_list) {\n    for (let ele of tup) {\n      if (ele !== K) {\n        res = false;\n      }\n    }\n  }\n  return res;\n}\n\n"": [('function check_k_elements(test_list, K) {\nlet temp_var_6 = 9.9;while (temp_var_6 < 9.12) {temp_var_6 = temp_var_6 + 1;}\n  let res = true;\n  for (let tup of test_list) {\n    for (let ele of tup) {\n      if (ele !== K) {\n      //begin to write code\n', ""function check_k_elements(test_list, K) {\n  let temp_var_6 = 9.9;\n  while (temp_var_6 < 9.12) {\n    temp_var_6 = temp_var_6 + 1;\n  }\n  \n  let res = true;\n  for (let tup of test_list) {\n    for (let ele of tup) {\n      if (ele!== K) {\n        res = false;\n        break; // Exit the loop if we find an element that doesn't match K\n      }\n    }\n  }\n  \n  return res;\n}\n\n// Example usage:\nconst testList = [[1, 2, 3], [4, 5, 6], [7, 8, 9]];\nconst K = 5;\n\n"", 'insert_dead_code'), (""const stream = require('stream');\nfunction check_k_elements(test_list, K) {\nlet temp_var_6 = 9.9;while (temp_var_6 < 9.12) {temp_var_6 = temp_var_6 + 1;}\n  let res = true;\n  for (let tup of test_list) {\n    for (let ele of tup) {\n    //begin to write code\n"", '        <|im_end|>\n\n\n\n', 'un_relate_package_import_insert')]}"
16,"function remove(list) {
//begin to write code
",46,"function remove(list) {
    return list.map(i => i.replace(/[0-9]/g, ''));
}

","function remove(list) {
    return list.map(item => item.replace(/[0-9]/g, ''));
}

// Example usage:
const input = [""hello123"", ""world456"", ""code789""];
const result = remove(input);

","function remove(list) {
//begin to write code
","function remove(list) {
    return list.map(i => i.replace(/[0-9]/g, ''));
}

","function removeDigits(list) {
    return list.filter(str =>!/\d/.test(str));
}

// Example usage:
const input = [""hello123"", ""world456"", ""code789""];
const output = removeDigits(input);

",1,3,0.4456214904785156,insert:remove_comments,1.0,0.0,"{""function remove(list) {\n    return list.map(i => i.replace(/[0-9]/g, ''));\n}\n\n"": [('function remove(list) {\n//begin to write code\n', 'function removeDigits(list) {\n    return list.filter(str =>!/\\d/.test(str));\n}\n\n// Example usage:\nconst input = [""hello123"", ""world456"", ""code789""];\nconst output = removeDigits(input);\n\n', 'remove_comments')]}"
17,"function binomial_Coeff(n, k) {
    if (k > n) {
        return 0;
    }
    //begin to write code
",99,"function binomial_Coeff(n, k) {
    if (k > n) {
        return 0;
    }
    if (k === 0 || k === n) {
        return 1;
    }
    return binomial_Coeff(n - 1, k - 1) + binomial_Coeff(n - 1, k);
}

","function binomial_Coeff(n, k) {
    if (k > n) {
        return 0;
    }
    let result = 1;
    for (let i = 0; i < k; i++) {
        result *= (n - i);
    }
    return result;
}

// Example usage:


",,,,-2,1,0.2252236247062683,insert:None,0.0,0.0,
18,"function get_Odd_Occurrence(arr, arr_size) {   
    for (let i = 0; i < arr_size; i++) { 
        let count = 0;
        for (let j = 0; j < arr_size; j++) { 
            if (arr[i] === arr[j]) { 
                count += 1;     
            }
            //begin to write code
",278,"function get_Odd_Occurrence(arr, arr_size) {   
    for (let i = 0; i < arr_size; i++) { 
        let count = 0;
        for (let j = 0; j < arr_size; j++) { 
            if (arr[i] === arr[j]) { 
                count += 1;     
            }
        }
        if (count % 2 !== 0) { 
            return arr[i];     
        }
    }
    return -1;
}

","function get_Odd_Occurrence(arr, arr_size) {
    let count = {};
    for (let i = 0; i < arr_size; i++) {
        count[arr[i]] = (count[arr[i]] || 0) + 1;
    }

    let result = [];
    for (let key in count) {
        if (count[key] % 2!== 0) {
            result.push(key);
        }
    }

    return result;
}
",,,,-2,1,0.1732543746630351,insert:None,0.0,0.0,
19,"function check_Equality(s) {
    return s.charCodeAt(0) === s.charCodeAt(s.length - 1);
}
function count_Substring_With_Equal_Ends(s) {
    let result = 0;
    const n = s.length;
    for (let i = 0; i < n; i++) {
    //begin to write code
",240,"function check_Equality(s) {
    return s.charCodeAt(0) === s.charCodeAt(s.length - 1);
}

function count_Substring_With_Equal_Ends(s) {
    let result = 0;
    const n = s.length;
    for (let i = 0; i < n; i++) {
        for (let j = 1; j <= n - i; j++) {
            if (check_Equality(s.substring(i, i + j))) {
                result++;
            }
        }
    }
    return result;
}

","// Function to count substrings starting and ending with the same character
function countSubstringWithEqualEnds(s) {
    let result = 0;
    const n = s.length;

    for (let i = 0; i < n; i++) {
        // Check if the current character is the same as the previous one
        if (s[i] === s[i - 1]) {
            result++;
        }
    }

    return result;
}

// Example usage
const exampleString = ""abba"";

",,,,-2,1,0.21232951879501344,insert:None,0.0,0.0,
20,"function func(nums, k) {
    const d = new Map();
    for (const row of nums) {
        for (const i of row) {
            d.set(i, (d.get(i) || 0) + 1);
        }
    }
    let array = Array.from(d);
    array.sort((a, b) => (b[1] - a[1] || b[0] - a[0]));
    const d2 = new Map(array);
    const temp = [];
    for (const [key, v] of d2.entries()) {
        if (temp.length < k) {
            temp.push([v, key]);
            if (temp.length === k) {
                temp.sort((a, b) => a[0] - b[0]);
                //begin to write code
",541,"function func(nums, k) {
    const d = new Map();
    for (const row of nums) {
        for (const i of row) {
            d.set(i, (d.get(i) || 0) + 1);
        }
    }
    let array = Array.from(d);
    array.sort((a, b) => (b[1] - a[1] || b[0] - a[0]));
    const d2 = new Map(array);
    const temp = [];
    for (const [key, v] of d2.entries()) {
        if (temp.length < k) {
            temp.push([v, key]);
            if (temp.length === k) {
                temp.sort((a, b) => a[0] - b[0]);
            }
        } else {
            if (v > temp[0][0]) {
                temp.shift();
                temp.push([v, key]);
                temp.sort((a, b) => a[0] - b[0]);
            }
        }
    }
    const result = [];
    while (temp.length) {
        const [v, key] = temp.shift();
        result.push(key);
    }
    result.sort((a,b) => b - a);
    return result;
}","function func(nums, k) {
    const d = new Map();
    for (const row of nums) {
        for (const i of row) {
            d.set(i, (d.get(i) || 0) + 1);
        }
    }
    let array = Array.from(d);
    array.sort((a, b) => (b[1] - a[1] || b[0] - a[0]));
    const d2 = new Map(array);
    const temp = [];
    for (const [key, v] of d2.entries()) {
        if (temp.length < k) {
            temp.push([v, key]);
            if (temp.length === k) {
                temp.sort((a, b) => a[0] - b[0]);
                return temp;
            }
        }
    }
    return temp;
}
",,,,-2,1,0.22551604906717937,insert:None,0.0,0.0,
21,"function max_Prime_Factors(n) {
    let maxPrime = -1;
    while (n % 2 === 0) {
        maxPrime = 2;
        n >>= 1;
    }
    for (let i = 3; i <= Math.sqrt(n); i += 2) {
        while (n % i === 0) {
        //begin to write code
",235,"function max_Prime_Factors(n) {
    let maxPrime = -1;
    while (n % 2 === 0) {
        maxPrime = 2;
        n >>= 1;
    }
    for (let i = 3; i <= Math.sqrt(n); i += 2) {
        while (n % i === 0) {
            maxPrime = i;
            n /= i;
        }
    }
    if (n > 2) {
        maxPrime = n;
    }
    return parseInt(maxPrime);
}

","function max_Prime_Factors(n) {
    let maxPrime = -1;
    while (n % 2 === 0) {
        maxPrime = 2;
        n >>= 1;
    }
    for (let i = 3; i <= Math.sqrt(n); i += 2) {
        while (n % i === 0) {
            if (i > maxPrime) {
                maxPrime = i;
            }
            n /= i;
        }
    }
    return maxPrime;
}

// Example usage:



",,,,-2,1,0.20050176779429119,insert:None,0.0,0.0,
